Name,Movies,Number of Movies,Url
Dennis Hopper,['Apocalypse Now'],1,https://imdb.com/name/nm0000454?ref_=tt_cl_t_9
Karen Allen,"[""Les Aventuriers de l'arche perdue""]",1,https://imdb.com/name/nm0000261?ref_=tt_cl_t_2
Paul Freeman,"[""Les Aventuriers de l'arche perdue""]",1,https://imdb.com/name/nm0293550?ref_=tt_cl_t_3
John Rhys-Davies,"[""Les Aventuriers de l'arche perdue"", 'Indiana Jones et la dernière croisade']",2,https://imdb.com/name/nm0722636?ref_=tt_cl_t_4
Ronald Lacey,"[""Les Aventuriers de l'arche perdue""]",1,https://imdb.com/name/nm0479951?ref_=tt_cl_t_5
Denholm Elliott,"[""Les Aventuriers de l'arche perdue"", 'Indiana Jones et la dernière croisade']",2,https://imdb.com/name/nm0001186?ref_=tt_cl_t_6
Alfred Molina,"[""Les Aventuriers de l'arche perdue"", 'Spider-Man: No Way Home']",2,https://imdb.com/name/nm0000547?ref_=tt_cl_t_7
Wolf Kahler,"[""Les Aventuriers de l'arche perdue""]",1,https://imdb.com/name/nm0434759?ref_=tt_cl_t_8
Anthony Higgins,"[""Les Aventuriers de l'arche perdue""]",1,https://imdb.com/name/nm0001891?ref_=tt_cl_t_9
Vic Tablian,"[""Les Aventuriers de l'arche perdue""]",1,https://imdb.com/name/nm0846004?ref_=tt_cl_t_10
Jamie Foxx,"['Django Unchained', 'Spider-Man: No Way Home']",2,https://imdb.com/name/nm0004937?ref_=tt_cl_t_1
Christoph Waltz,"['Django Unchained', 'Inglourious Basterds']",2,https://imdb.com/name/nm0910607?ref_=tt_cl_t_2
Kerry Washington,['Django Unchained'],1,https://imdb.com/name/nm0913488?ref_=tt_cl_t_4
Walton Goggins,['Django Unchained'],1,https://imdb.com/name/nm0324658?ref_=tt_cl_t_6
Dennis Christopher,['Django Unchained'],1,https://imdb.com/name/nm0160550?ref_=tt_cl_t_7
James Remar,['Django Unchained'],1,https://imdb.com/name/nm0001664?ref_=tt_cl_t_8
David Steen,['Django Unchained'],1,https://imdb.com/name/nm0824741?ref_=tt_cl_t_9
Dana Gourrier,['Django Unchained'],1,https://imdb.com/name/nm4158239?ref_=tt_cl_t_10
Ben Burtt,['WALL·E'],1,https://imdb.com/name/nm0123785?ref_=tt_cl_t_1
Elissa Knight,['WALL·E'],1,https://imdb.com/name/nm2264184?ref_=tt_cl_t_2
Jeff Garlin,['WALL·E'],1,https://imdb.com/name/nm0307531?ref_=tt_cl_t_3
Fred Willard,['WALL·E'],1,https://imdb.com/name/nm0929609?ref_=tt_cl_t_4
MacInTalk,['WALL·E'],1,https://imdb.com/name/nm3050831?ref_=tt_cl_t_5
John Ratzenberger,"['WALL·E', 'Toy Story', 'Toy Story 3', 'Là-haut', 'Monstres & Cie']",5,https://imdb.com/name/nm0001652?ref_=tt_cl_t_6
Kathy Najimy,['WALL·E'],1,https://imdb.com/name/nm0001562?ref_=tt_cl_t_7
Teddy Newton,"['WALL·E', 'Les Indestructibles']",2,https://imdb.com/name/nm0628599?ref_=tt_cl_t_9
Bob Bergen,['WALL·E'],1,https://imdb.com/name/nm0074036?ref_=tt_cl_t_10
Ulrich Mühe,['La vie des autres'],1,https://imdb.com/name/nm0618057?ref_=tt_cl_t_1
Martina Gedeck,['La vie des autres'],1,https://imdb.com/name/nm0311476?ref_=tt_cl_t_2
Sebastian Koch,['La vie des autres'],1,https://imdb.com/name/nm0462407?ref_=tt_cl_t_3
Ulrich Tukur,['La vie des autres'],1,https://imdb.com/name/nm0876300?ref_=tt_cl_t_4
Thomas Thieme,['La vie des autres'],1,https://imdb.com/name/nm0857998?ref_=tt_cl_t_5
Hans-Uwe Bauer,['La vie des autres'],1,https://imdb.com/name/nm0061830?ref_=tt_cl_t_6
Volkmar Kleinert,['La vie des autres'],1,https://imdb.com/name/nm0459087?ref_=tt_cl_t_7
Matthias Brenner,['La vie des autres'],1,https://imdb.com/name/nm0107495?ref_=tt_cl_t_8
Charly Hübner,['La vie des autres'],1,https://imdb.com/name/nm1554735?ref_=tt_cl_t_9
Herbert Knaup,['La vie des autres'],1,https://imdb.com/name/nm0460578?ref_=tt_cl_t_10
William Holden,"['Boulevard du Crépuscule', 'Le pont de la rivière Kwaï', 'Network - Main basse sur la TV']",3,https://imdb.com/name/nm0000034?ref_=tt_cl_t_1
Gloria Swanson,['Boulevard du Crépuscule'],1,https://imdb.com/name/nm0841797?ref_=tt_cl_t_2
Erich von Stroheim,['Boulevard du Crépuscule'],1,https://imdb.com/name/nm0002233?ref_=tt_cl_t_3
Nancy Olson,['Boulevard du Crépuscule'],1,https://imdb.com/name/nm0647970?ref_=tt_cl_t_4
Fred Clark,['Boulevard du Crépuscule'],1,https://imdb.com/name/nm0163939?ref_=tt_cl_t_5
Lloyd Gough,['Boulevard du Crépuscule'],1,https://imdb.com/name/nm0332221?ref_=tt_cl_t_6
Jack Webb,['Boulevard du Crépuscule'],1,https://imdb.com/name/nm0916131?ref_=tt_cl_t_7
Franklyn Farnum,['Boulevard du Crépuscule'],1,https://imdb.com/name/nm0267916?ref_=tt_cl_t_8
Larry J. Blake,['Boulevard du Crépuscule'],1,https://imdb.com/name/nm0086627?ref_=tt_cl_t_9
Charles Dayton,['Boulevard du Crépuscule'],1,https://imdb.com/name/nm0206742?ref_=tt_cl_t_10
Kirk Douglas,['Les sentiers de la gloire'],1,https://imdb.com/name/nm0000018?ref_=tt_cl_t_1
Ralph Meeker,['Les sentiers de la gloire'],1,https://imdb.com/name/nm0576127?ref_=tt_cl_t_2
Adolphe Menjou,['Les sentiers de la gloire'],1,https://imdb.com/name/nm0579663?ref_=tt_cl_t_3
George Macready,['Les sentiers de la gloire'],1,https://imdb.com/name/nm0534317?ref_=tt_cl_t_4
Wayne Morris,['Les sentiers de la gloire'],1,https://imdb.com/name/nm0606998?ref_=tt_cl_t_5
Richard Anderson,['Les sentiers de la gloire'],1,https://imdb.com/name/nm0027323?ref_=tt_cl_t_6
Joe Turkel,"['Les sentiers de la gloire', 'Shining', 'Blade Runner']",3,https://imdb.com/name/nm0877185?ref_=tt_cl_t_7
Christiane Kubrick,['Les sentiers de la gloire'],1,https://imdb.com/name/nm0473583?ref_=tt_cl_t_8
Jerry Hausner,['Les sentiers de la gloire'],1,https://imdb.com/name/nm0369617?ref_=tt_cl_t_9
Peter Capell,['Les sentiers de la gloire'],1,https://imdb.com/name/nm0135044?ref_=tt_cl_t_10
Shelley Duvall,['Shining'],1,https://imdb.com/name/nm0001167?ref_=tt_cl_t_2
Danny Lloyd,['Shining'],1,https://imdb.com/name/nm0515950?ref_=tt_cl_t_3
Barry Nelson,['Shining'],1,https://imdb.com/name/nm0625167?ref_=tt_cl_t_5
Philip Stone,['Shining'],1,https://imdb.com/name/nm0832104?ref_=tt_cl_t_6
Anne Jackson,['Shining'],1,https://imdb.com/name/nm0413271?ref_=tt_cl_t_8
Tony Burton,['Shining'],1,https://imdb.com/name/nm0123748?ref_=tt_cl_t_9
Lia Beldam,['Shining'],1,https://imdb.com/name/nm0067672?ref_=tt_cl_t_10
Jack Oakie,['Le Dictateur'],1,https://imdb.com/name/nm0642988?ref_=tt_cl_t_3
Reginald Gardiner,['Le Dictateur'],1,https://imdb.com/name/nm0306786?ref_=tt_cl_t_4
Henry Daniell,"['Le Dictateur', 'Témoin à charge']",2,https://imdb.com/name/nm0199787?ref_=tt_cl_t_5
Billy Gilbert,['Le Dictateur'],1,https://imdb.com/name/nm0317970?ref_=tt_cl_t_6
Grace Hayle,['Le Dictateur'],1,https://imdb.com/name/nm0354916?ref_=tt_cl_t_7
Carter DeHaven,['Le Dictateur'],1,https://imdb.com/name/nm0214924?ref_=tt_cl_t_8
Maurice Moscovitch,['Le Dictateur'],1,https://imdb.com/name/nm0608373?ref_=tt_cl_t_9
Emma Dunn,['Le Dictateur'],1,https://imdb.com/name/nm0242562?ref_=tt_cl_t_10
Tyrone Power,['Témoin à charge'],1,https://imdb.com/name/nm0000061?ref_=tt_cl_t_1
Marlene Dietrich,"['Témoin à charge', 'Jugement à Nuremberg']",2,https://imdb.com/name/nm0000017?ref_=tt_cl_t_2
Charles Laughton,['Témoin à charge'],1,https://imdb.com/name/nm0001452?ref_=tt_cl_t_3
Elsa Lanchester,['Témoin à charge'],1,https://imdb.com/name/nm0006471?ref_=tt_cl_t_4
John Williams,"['Témoin à charge', 'Le crime était presque parfait']",2,https://imdb.com/name/nm0002369?ref_=tt_cl_t_5
Ian Wolfe,['Témoin à charge'],1,https://imdb.com/name/nm0938052?ref_=tt_cl_t_7
Torin Thatcher,['Témoin à charge'],1,https://imdb.com/name/nm0857147?ref_=tt_cl_t_8
Norma Varden,['Témoin à charge'],1,https://imdb.com/name/nm0889540?ref_=tt_cl_t_9
Una O'Connor,['Témoin à charge'],1,https://imdb.com/name/nm0640547?ref_=tt_cl_t_10
Robert Downey Jr.,"['Avengers: Infinity War', 'Avengers: Endgame']",2,https://imdb.com/name/nm0000375?ref_=tt_cl_t_1
Chris Hemsworth,"['Avengers: Infinity War', 'Avengers: Endgame', 'Rush']",3,https://imdb.com/name/nm1165110?ref_=tt_cl_t_2
Mark Ruffalo,"['Avengers: Infinity War', 'Avengers: Endgame', 'Eternal Sunshine of the Spotless Mind', 'Shutter Island', 'Spotlight']",5,https://imdb.com/name/nm0749263?ref_=tt_cl_t_3
Chris Evans,"['Avengers: Infinity War', 'Avengers: Endgame']",2,https://imdb.com/name/nm0262635?ref_=tt_cl_t_4
Don Cheadle,"['Avengers: Infinity War', 'Avengers: Endgame', 'Hôtel Rwanda']",3,https://imdb.com/name/nm0000332?ref_=tt_cl_t_6
Benedict Cumberbatch,"['Avengers: Infinity War', 'Avengers: Endgame', 'Spider-Man: No Way Home']",3,https://imdb.com/name/nm1212722?ref_=tt_cl_t_7
Tom Holland,"['Avengers: Infinity War', 'Spider-Man: No Way Home']",2,https://imdb.com/name/nm4043618?ref_=tt_cl_t_8
Chadwick Boseman,"['Avengers: Infinity War', 'Avengers: Endgame']",2,https://imdb.com/name/nm1569276?ref_=tt_cl_t_9
Zoe Saldana,['Avengers: Infinity War'],1,https://imdb.com/name/nm0757855?ref_=tt_cl_t_10
Michael Biehn,"['Aliens : Le Retour', 'Terminator']",2,https://imdb.com/name/nm0000299?ref_=tt_cl_t_2
Carrie Henn,['Aliens : Le Retour'],1,https://imdb.com/name/nm0001343?ref_=tt_cl_t_3
Lance Henriksen,"['Aliens : Le Retour', 'Terminator']",2,https://imdb.com/name/nm0000448?ref_=tt_cl_t_5
Bill Paxton,['Aliens : Le Retour'],1,https://imdb.com/name/nm0000200?ref_=tt_cl_t_6
William Hope,['Aliens : Le Retour'],1,https://imdb.com/name/nm0394054?ref_=tt_cl_t_7
Al Matthews,['Aliens : Le Retour'],1,https://imdb.com/name/nm0559922?ref_=tt_cl_t_9
Annette Bening,['American Beauty'],1,https://imdb.com/name/nm0000906?ref_=tt_cl_t_2
Thora Birch,['American Beauty'],1,https://imdb.com/name/nm0000301?ref_=tt_cl_t_3
Wes Bentley,['American Beauty'],1,https://imdb.com/name/nm0004747?ref_=tt_cl_t_4
Mena Suvari,['American Beauty'],1,https://imdb.com/name/nm0002546?ref_=tt_cl_t_5
Peter Gallagher,['American Beauty'],1,https://imdb.com/name/nm0001251?ref_=tt_cl_t_6
Allison Janney,"['American Beauty', 'Le Monde de Nemo', 'La couleur des sentiments']",3,https://imdb.com/name/nm0005049?ref_=tt_cl_t_7
Chris Cooper,['American Beauty'],1,https://imdb.com/name/nm0177933?ref_=tt_cl_t_8
Scott Bakula,['American Beauty'],1,https://imdb.com/name/nm0000836?ref_=tt_cl_t_9
Sam Robards,['American Beauty'],1,https://imdb.com/name/nm0730168?ref_=tt_cl_t_10
Peter Sellers,"[""Dr. Folamour ou : Comment j'ai appris à ne plus m'en faire et à aimer la bombe !""]",1,https://imdb.com/name/nm0000634?ref_=tt_cl_t_1
George C. Scott,"[""Dr. Folamour ou : Comment j'ai appris à ne plus m'en faire et à aimer la bombe !""]",1,https://imdb.com/name/nm0001715?ref_=tt_cl_t_2
Slim Pickens,"[""Dr. Folamour ou : Comment j'ai appris à ne plus m'en faire et à aimer la bombe !""]",1,https://imdb.com/name/nm0001620?ref_=tt_cl_t_5
Peter Bull,"[""Dr. Folamour ou : Comment j'ai appris à ne plus m'en faire et à aimer la bombe !""]",1,https://imdb.com/name/nm0119988?ref_=tt_cl_t_6
Tracy Reed,"[""Dr. Folamour ou : Comment j'ai appris à ne plus m'en faire et à aimer la bombe !""]",1,https://imdb.com/name/nm1064352?ref_=tt_cl_t_8
Jack Creley,"[""Dr. Folamour ou : Comment j'ai appris à ne plus m'en faire et à aimer la bombe !""]",1,https://imdb.com/name/nm0155043?ref_=tt_cl_t_9
Frank Berry,"[""Dr. Folamour ou : Comment j'ai appris à ne plus m'en faire et à aimer la bombe !""]",1,https://imdb.com/name/nm0077543?ref_=tt_cl_t_10
Shameik Moore,['Spider-Man: New Generation'],1,https://imdb.com/name/nm4271336?ref_=tt_cl_t_1
Jake Johnson,['Spider-Man: New Generation'],1,https://imdb.com/name/nm2159926?ref_=tt_cl_t_2
Hailee Steinfeld,['Spider-Man: New Generation'],1,https://imdb.com/name/nm2794962?ref_=tt_cl_t_3
Mahershala Ali,"['Spider-Man: New Generation', 'Green Book: Sur les routes du Sud']",2,https://imdb.com/name/nm0991810?ref_=tt_cl_t_4
Brian Tyree Henry,['Spider-Man: New Generation'],1,https://imdb.com/name/nm3109964?ref_=tt_cl_t_5
Lily Tomlin,['Spider-Man: New Generation'],1,https://imdb.com/name/nm0005499?ref_=tt_cl_t_6
Luna Lauren Velez,['Spider-Man: New Generation'],1,https://imdb.com/name/nm0904967?ref_=tt_cl_t_7
Zoë Kravitz,"['Spider-Man: New Generation', 'Mad Max: Fury Road']",2,https://imdb.com/name/nm2368789?ref_=tt_cl_t_8
John Mulaney,['Spider-Man: New Generation'],1,https://imdb.com/name/nm1825214?ref_=tt_cl_t_9
Kimiko Glenn,['Spider-Man: New Generation'],1,https://imdb.com/name/nm4733752?ref_=tt_cl_t_10
Matthew Modine,"['The Dark Knight Rises', 'Full Metal Jacket']",2,https://imdb.com/name/nm0000546?ref_=tt_cl_t_9
Alon Aboutboul,['The Dark Knight Rises'],1,https://imdb.com/name/nm0009530?ref_=tt_cl_t_10
Choi Min-sik,['Old Boy'],1,https://imdb.com/name/nm0158856?ref_=tt_cl_t_1
Yoo Ji-tae,['Old Boy'],1,https://imdb.com/name/nm0949167?ref_=tt_cl_t_2
Kang Hye-jeong,['Old Boy'],1,https://imdb.com/name/nm1367246?ref_=tt_cl_t_3
Kim Byeong-Ok,['Old Boy'],1,https://imdb.com/name/nm1366028?ref_=tt_cl_t_4
Dae-han Ji,['Old Boy'],1,https://imdb.com/name/nm1203041?ref_=tt_cl_t_5
Dal-su Oh,['Old Boy'],1,https://imdb.com/name/nm1367681?ref_=tt_cl_t_6
Seung-shin Lee,['Old Boy'],1,https://imdb.com/name/nm1800416?ref_=tt_cl_t_7
Jin-Seo Yoon,['Old Boy'],1,https://imdb.com/name/nm1517134?ref_=tt_cl_t_8
Tae-kyung Oh,['Old Boy'],1,https://imdb.com/name/nm0644905?ref_=tt_cl_t_9
Yoo Yeon-Seok,['Old Boy'],1,https://imdb.com/name/nm1881661?ref_=tt_cl_t_10
Zazie Beetz,['Joker'],1,https://imdb.com/name/nm5939164?ref_=tt_cl_t_3
Frances Conroy,['Joker'],1,https://imdb.com/name/nm0175814?ref_=tt_cl_t_4
Brett Cullen,['Joker'],1,https://imdb.com/name/nm0191442?ref_=tt_cl_t_5
Shea Whigham,['Joker'],1,https://imdb.com/name/nm0924154?ref_=tt_cl_t_6
Bill Camp,['Joker'],1,https://imdb.com/name/nm0131966?ref_=tt_cl_t_7
Glenn Fleshler,['Joker'],1,https://imdb.com/name/nm0281909?ref_=tt_cl_t_8
Leigh Gill,['Joker'],1,https://imdb.com/name/nm5279916?ref_=tt_cl_t_9
Josh Pais,['Joker'],1,https://imdb.com/name/nm0656929?ref_=tt_cl_t_10
Mel Gibson,['Braveheart'],1,https://imdb.com/name/nm0000154?ref_=tt_cl_t_1
Sophie Marceau,['Braveheart'],1,https://imdb.com/name/nm0000521?ref_=tt_cl_t_2
Patrick McGoohan,['Braveheart'],1,https://imdb.com/name/nm0001526?ref_=tt_cl_t_3
Angus Macfadyen,['Braveheart'],1,https://imdb.com/name/nm0005171?ref_=tt_cl_t_4
James Robinson,['Braveheart'],1,https://imdb.com/name/nm0732703?ref_=tt_cl_t_5
Sean Lawlor,['Braveheart'],1,https://imdb.com/name/nm0492566?ref_=tt_cl_t_6
Sandy Nelson,['Braveheart'],1,https://imdb.com/name/nm0625729?ref_=tt_cl_t_7
James Cosmo,"['Braveheart', 'Trainspotting']",2,https://imdb.com/name/nm0181920?ref_=tt_cl_t_8
Sean McGinley,['Braveheart'],1,https://imdb.com/name/nm0569336?ref_=tt_cl_t_9
Alan Tall,['Braveheart'],1,https://imdb.com/name/nm0848100?ref_=tt_cl_t_10
F. Murray Abraham,"['Amadeus', 'Scarface', 'The Grand Budapest hotel']",3,https://imdb.com/name/nm0000719?ref_=tt_cl_t_1
Tom Hulce,['Amadeus'],1,https://imdb.com/name/nm0001371?ref_=tt_cl_t_2
Elizabeth Berridge,['Amadeus'],1,https://imdb.com/name/nm0000931?ref_=tt_cl_t_3
Roy Dotrice,['Amadeus'],1,https://imdb.com/name/nm0234541?ref_=tt_cl_t_4
Simon Callow,['Amadeus'],1,https://imdb.com/name/nm0001003?ref_=tt_cl_t_5
Christine Ebersole,['Amadeus'],1,https://imdb.com/name/nm0002056?ref_=tt_cl_t_6
Jeffrey Jones,['Amadeus'],1,https://imdb.com/name/nm0000470?ref_=tt_cl_t_7
Charles Kay,['Amadeus'],1,https://imdb.com/name/nm0443016?ref_=tt_cl_t_8
Kenneth McMillan,['Amadeus'],1,https://imdb.com/name/nm0573299?ref_=tt_cl_t_9
Tim Allen,"['Toy Story', 'Toy Story 3']",2,https://imdb.com/name/nm0000741?ref_=tt_cl_t_2
Don Rickles,"['Toy Story', 'Toy Story 3', 'Casino']",3,https://imdb.com/name/nm0725543?ref_=tt_cl_t_3
Jim Varney,['Toy Story'],1,https://imdb.com/name/nm0001815?ref_=tt_cl_t_4
Wallace Shawn,"['Toy Story', 'Toy Story 3', 'Les Indestructibles']",3,https://imdb.com/name/nm0001728?ref_=tt_cl_t_5
Annie Potts,['Toy Story'],1,https://imdb.com/name/nm0001633?ref_=tt_cl_t_7
John Morris,"['Toy Story', 'Toy Story 3']",2,https://imdb.com/name/nm0606658?ref_=tt_cl_t_8
Erik von Detten,['Toy Story'],1,https://imdb.com/name/nm0902184?ref_=tt_cl_t_9
Laurie Metcalf,['Toy Story'],1,https://imdb.com/name/nm0582418?ref_=tt_cl_t_10
Anthony Gonzalez,['Coco'],1,https://imdb.com/name/nm5645519?ref_=tt_cl_t_1
Gael García Bernal,"['Coco', 'Amours chiennes']",2,https://imdb.com/name/nm0305558?ref_=tt_cl_t_2
Benjamin Bratt,['Coco'],1,https://imdb.com/name/nm0000973?ref_=tt_cl_t_3
Alanna Ubach,['Coco'],1,https://imdb.com/name/nm0005513?ref_=tt_cl_t_4
Renee Victor,['Coco'],1,https://imdb.com/name/nm0896149?ref_=tt_cl_t_5
Jaime Camil,['Coco'],1,https://imdb.com/name/nm0131781?ref_=tt_cl_t_6
Alfonso Arau,['Coco'],1,https://imdb.com/name/nm0000778?ref_=tt_cl_t_7
Herbert Siguenza,['Coco'],1,https://imdb.com/name/nm0797567?ref_=tt_cl_t_8
Gabriel Iglesias,['Coco'],1,https://imdb.com/name/nm0407101?ref_=tt_cl_t_9
Lombardo Boyar,['Coco'],1,https://imdb.com/name/nm0101603?ref_=tt_cl_t_10
Jürgen Prochnow,['Le Bateau'],1,https://imdb.com/name/nm0001638?ref_=tt_cl_t_1
Herbert Grönemeyer,['Le Bateau'],1,https://imdb.com/name/nm0344963?ref_=tt_cl_t_2
Klaus Wennemann,['Le Bateau'],1,https://imdb.com/name/nm0921044?ref_=tt_cl_t_3
Hubertus Bengsch,['Le Bateau'],1,https://imdb.com/name/nm0071059?ref_=tt_cl_t_4
Martin Semmelrogge,['Le Bateau'],1,https://imdb.com/name/nm0783847?ref_=tt_cl_t_5
Bernd Tauber,['Le Bateau'],1,https://imdb.com/name/nm0851427?ref_=tt_cl_t_6
Erwin Leder,['Le Bateau'],1,https://imdb.com/name/nm0496441?ref_=tt_cl_t_7
Martin May,['Le Bateau'],1,https://imdb.com/name/nm0562056?ref_=tt_cl_t_8
Heinz Hoenig,['Le Bateau'],1,https://imdb.com/name/nm0388517?ref_=tt_cl_t_9
Uwe Ochsenknecht,['Le Bateau'],1,https://imdb.com/name/nm0643805?ref_=tt_cl_t_10
Diane Kruger,['Inglourious Basterds'],1,https://imdb.com/name/nm1208167?ref_=tt_cl_t_2
Eli Roth,['Inglourious Basterds'],1,https://imdb.com/name/nm0744834?ref_=tt_cl_t_3
Mélanie Laurent,['Inglourious Basterds'],1,https://imdb.com/name/nm0491259?ref_=tt_cl_t_4
Michael Fassbender,"['Inglourious Basterds', '12 Years a Slave']",2,https://imdb.com/name/nm1055413?ref_=tt_cl_t_6
Daniel Brühl,"['Inglourious Basterds', 'Rush']",2,https://imdb.com/name/nm0117709?ref_=tt_cl_t_7
Til Schweiger,['Inglourious Basterds'],1,https://imdb.com/name/nm0001709?ref_=tt_cl_t_8
Gedeon Burkhard,['Inglourious Basterds'],1,https://imdb.com/name/nm0121972?ref_=tt_cl_t_9
Jacky Ido,['Inglourious Basterds'],1,https://imdb.com/name/nm1784515?ref_=tt_cl_t_10
Yôji Matsuda,['Princesse Mononoké'],1,https://imdb.com/name/nm0559444?ref_=tt_cl_t_1
Yuriko Ishida,['Princesse Mononoké'],1,https://imdb.com/name/nm0410942?ref_=tt_cl_t_2
Yûko Tanaka,['Princesse Mononoké'],1,https://imdb.com/name/nm0849100?ref_=tt_cl_t_3
Billy Crudup,['Princesse Mononoké'],1,https://imdb.com/name/nm0001082?ref_=tt_cl_t_4
Billy Bob Thornton,['Princesse Mononoké'],1,https://imdb.com/name/nm0000671?ref_=tt_cl_t_5
Minnie Driver,['Princesse Mononoké'],1,https://imdb.com/name/nm0000378?ref_=tt_cl_t_6
John DiMaggio,['Princesse Mononoké'],1,https://imdb.com/name/nm0224007?ref_=tt_cl_t_7
Claire Danes,['Princesse Mononoké'],1,https://imdb.com/name/nm0000132?ref_=tt_cl_t_8
John DeMita,['Princesse Mononoké'],1,https://imdb.com/name/nm0218555?ref_=tt_cl_t_9
Jada Pinkett Smith,['Princesse Mononoké'],1,https://imdb.com/name/nm0000586?ref_=tt_cl_t_10
Jeremy Renner,['Avengers: Endgame'],1,https://imdb.com/name/nm0719637?ref_=tt_cl_t_6
Paul Rudd,['Avengers: Endgame'],1,https://imdb.com/name/nm0748620?ref_=tt_cl_t_8
James Woods,"['Il était une fois en Amérique', 'Casino']",2,https://imdb.com/name/nm0000249?ref_=tt_cl_t_2
Elizabeth McGovern,['Il était une fois en Amérique'],1,https://imdb.com/name/nm0001527?ref_=tt_cl_t_3
Treat Williams,['Il était une fois en Amérique'],1,https://imdb.com/name/nm0001852?ref_=tt_cl_t_4
Tuesday Weld,['Il était une fois en Amérique'],1,https://imdb.com/name/nm0001839?ref_=tt_cl_t_5
Burt Young,"['Il était une fois en Amérique', 'Rocky']",2,https://imdb.com/name/nm0949350?ref_=tt_cl_t_6
William Forsythe,['Il était une fois en Amérique'],1,https://imdb.com/name/nm0001235?ref_=tt_cl_t_9
James Hayden,['Il était une fois en Amérique'],1,https://imdb.com/name/nm0370747?ref_=tt_cl_t_10
Robin Williams,"['Will Hunting', 'Le Cercle des poètes disparus', 'Aladdin']",3,https://imdb.com/name/nm0000245?ref_=tt_cl_t_1
Ben Affleck,"['Will Hunting', 'Gone Girl']",2,https://imdb.com/name/nm0000255?ref_=tt_cl_t_3
Stellan Skarsgård,['Will Hunting'],1,https://imdb.com/name/nm0001745?ref_=tt_cl_t_4
John Mighton,['Will Hunting'],1,https://imdb.com/name/nm0585906?ref_=tt_cl_t_5
Rachel Majorowski,['Will Hunting'],1,https://imdb.com/name/nm0538259?ref_=tt_cl_t_6
Colleen McCauley,['Will Hunting'],1,https://imdb.com/name/nm0565494?ref_=tt_cl_t_7
Casey Affleck,['Will Hunting'],1,https://imdb.com/name/nm0000729?ref_=tt_cl_t_8
Cole Hauser,['Will Hunting'],1,https://imdb.com/name/nm0369513?ref_=tt_cl_t_9
Matt Mercier,['Will Hunting'],1,https://imdb.com/name/nm0580436?ref_=tt_cl_t_10
Joan Cusack,"['Toy Story 3', 'La légende de Klaus']",2,https://imdb.com/name/nm0000349?ref_=tt_cl_t_3
Ned Beatty,"['Toy Story 3', 'Network - Main basse sur la TV']",2,https://imdb.com/name/nm0000885?ref_=tt_cl_t_4
Michael Keaton,"['Toy Story 3', 'Spotlight']",2,https://imdb.com/name/nm0000474?ref_=tt_cl_t_6
Estelle Harris,['Toy Story 3'],1,https://imdb.com/name/nm0364680?ref_=tt_cl_t_9
Jared Leto,['Requiem for a Dream'],1,https://imdb.com/name/nm0001467?ref_=tt_cl_t_2
Marlon Wayans,['Requiem for a Dream'],1,https://imdb.com/name/nm0005541?ref_=tt_cl_t_4
Christopher McDonald,['Requiem for a Dream'],1,https://imdb.com/name/nm0001520?ref_=tt_cl_t_5
Louise Lasser,['Requiem for a Dream'],1,https://imdb.com/name/nm0489837?ref_=tt_cl_t_6
Marcia Jean Kurtz,['Requiem for a Dream'],1,https://imdb.com/name/nm0476040?ref_=tt_cl_t_7
Janet Sarno,['Requiem for a Dream'],1,https://imdb.com/name/nm0765423?ref_=tt_cl_t_8
Suzanne Shepherd,['Requiem for a Dream'],1,https://imdb.com/name/nm0791877?ref_=tt_cl_t_9
Joanne Gordon,['Requiem for a Dream'],1,https://imdb.com/name/nm2999980?ref_=tt_cl_t_10
Mone Kamishiraishi,['Your Name.'],1,https://imdb.com/name/nm4759838?ref_=tt_cl_t_2
Ryô Narita,['Your Name.'],1,https://imdb.com/name/nm6954008?ref_=tt_cl_t_3
Aoi Yûki,['Your Name.'],1,https://imdb.com/name/nm2976492?ref_=tt_cl_t_4
Nobunaga Shimazaki,['Your Name.'],1,https://imdb.com/name/nm4858403?ref_=tt_cl_t_5
Kaito Ishikawa,['Your Name.'],1,https://imdb.com/name/nm5481013?ref_=tt_cl_t_6
Kanon Tani,['Your Name.'],1,https://imdb.com/name/nm4411190?ref_=tt_cl_t_7
Masaki Terasoma,['Your Name.'],1,https://imdb.com/name/nm1111054?ref_=tt_cl_t_8
Sayaka Ôhara,['Your Name.'],1,https://imdb.com/name/nm1360441?ref_=tt_cl_t_9
Kazuhiko Inoue,['Your Name.'],1,https://imdb.com/name/nm0409287?ref_=tt_cl_t_10
Gene Kelly,['Chantons sous la pluie'],1,https://imdb.com/name/nm0000037?ref_=tt_cl_t_1
Donald O'Connor,['Chantons sous la pluie'],1,https://imdb.com/name/nm0640307?ref_=tt_cl_t_2
Debbie Reynolds,['Chantons sous la pluie'],1,https://imdb.com/name/nm0001666?ref_=tt_cl_t_3
Jean Hagen,['Chantons sous la pluie'],1,https://imdb.com/name/nm0353405?ref_=tt_cl_t_4
Millard Mitchell,['Chantons sous la pluie'],1,https://imdb.com/name/nm0593612?ref_=tt_cl_t_5
Cyd Charisse,['Chantons sous la pluie'],1,https://imdb.com/name/nm0001998?ref_=tt_cl_t_6
Douglas Fowley,['Chantons sous la pluie'],1,https://imdb.com/name/nm0288830?ref_=tt_cl_t_7
Rita Moreno,['Chantons sous la pluie'],1,https://imdb.com/name/nm0001549?ref_=tt_cl_t_8
