Title,Year,Url,Genre,Countries,Directors,Main Actors
La garçonnière,1960,https://imdb.com/title/tt0053604/,Romance,['United States'],['Billy Wilder'],"['Jack Lemmon', 'Shirley MacLaine', 'Fred MacMurray', 'Ray Walston', 'Jack Kruschen', 'David Lewis', 'Hope Holiday', 'Joan Shawlee', 'Naomi Stevens', 'Johnny Seven']"
Scarface,1983,https://imdb.com/title/tt0086250/,Drama,['United States'],['Brian De Palma'],"['Al Pacino', 'Michelle Pfeiffer', 'Steven Bauer', 'Mary Elizabeth Mastrantonio', 'Robert Loggia', 'Miriam Colon', 'F. Murray Abraham', 'Paul Shenar', 'Harris Yulin', 'Ángel Salazar']"
Vivre,1952,https://imdb.com/title/tt0044741/,Drama,['Japan'],['Akira Kurosawa'],"['Takashi Shimura', 'Nobuo Kaneko', ""Shin'ichi Himori"", 'Haruo Tanaka', 'Minoru Chiaki', 'Miki Odagiri', 'Bokuzen Hidari', 'Minosuke Yamada', 'Kamatari Fujiwara', 'Makoto Kobori']"
L'Arnaque,1973,https://imdb.com/title/tt0070735/,Drama,['United States'],['George Roy Hill'],"['Paul Newman', 'Robert Redford', 'Robert Shaw', 'Charles Durning', 'Ray Walston', 'Eileen Brennan', 'Harold Gould', 'John Heffernan', 'Dana Elcar', 'Jack Kehoe']"
Du silence et des ombres...,1962,https://imdb.com/title/tt0056592/,Drama,['United States'],['Robert Mulligan'],"['Gregory Peck', 'John Megna', 'Frank Overton', 'Rosemary Murphy', 'Ruth White', 'Brock Peters', 'Estelle Evans', 'Paul Fix', 'Collin Wilcox Paxton', 'James Anderson']"
Taxi Driver,1976,https://imdb.com/title/tt0075314/,Drama,['United States'],['Martin Scorsese'],"['Robert De Niro', 'Jodie Foster', 'Cybill Shepherd', 'Albert Brooks', 'Diahnne Abbott', 'Frank Adu', 'Victor Argo', 'Gino Ardito', 'Garth Avery', 'Peter Boyle']"
Là-haut,2009,https://imdb.com/title/tt1049413/,Comedy,['United States'],"['Pete Docter', 'Bob Peterson']","['Edward Asner', 'Jordan Nagai', 'John Ratzenberger', 'Christopher Plummer', 'Bob Peterson', 'Delroy Lindo', 'Jerome Ranft', 'David Kaye', 'Elie Docter', 'Jeremy Leary']"
L.A. Confidential,1997,https://imdb.com/title/tt0119488/,Mystery,['United States'],['Curtis Hanson'],"['Kevin Spacey', 'Russell Crowe', 'Guy Pearce', 'Kim Basinger', 'James Cromwell', 'Danny DeVito', 'David Strathairn', 'Ron Rifkin', 'Matt McCoy', 'Paul Guilfoyle']"
Heat,1995,https://imdb.com/title/tt0113277/,Drama,['United States'],['Michael Mann'],"['Al Pacino', 'Robert De Niro', 'Val Kilmer', 'Jon Voight', 'Tom Sizemore', 'Diane Venora', 'Amy Brenneman', 'Ashley Judd', 'Mykelti Williamson', 'Wes Studi']"
Metropolis,1927,https://imdb.com/title/tt0017136/,Sci-Fi,['Germany'],['Fritz Lang'],"['Brigitte Helm', 'Alfred Abel', 'Gustav Fröhlich', 'Rudolf Klein-Rogge', 'Fritz Rasp', 'Theodor Loos', 'Erwin Biswanger', 'Heinrich George', 'Fritz Alberti', 'Grete Berger']"
Hamilton,2020,https://imdb.com/title/tt8503618/,History,['United States'],['Thomas Kail'],"['Lin-Manuel Miranda', 'Phillipa Soo', 'Leslie Odom Jr.', 'Renée Elise Goldsberry', 'Daveed Diggs', 'Jonathan Groff', 'Chris Jackson', 'Jasmine Cephas Jones', 'Okieriete Onaodowan', 'Anthony Ramos']"
Une séparation,2011,https://imdb.com/title/tt1832382/,Drama,"['Iran', 'France', 'Australia']",['Asghar Farhadi'],"['Payman Maadi', 'Leila Hatami', 'Sareh Bayat', 'Shahab Hosseini', 'Sarina Farhadi', ""Merila Zare'i"", 'Ali-Asghar Shahbazi', 'Babak Karimi', 'Kimia Hosseini', 'Shirin Yazdanbakhsh']"
Snatch - Tu braques ou tu raques,2000,https://imdb.com/title/tt0208092/,Crime,"['United Kingdom', 'United States']",['Guy Ritchie'],"['Jason Statham', 'Brad Pitt', 'Stephen Graham', 'Vinnie Jones', 'Ade', 'William Beck', 'Andy Beckwith', 'Ewen Bremner', 'Jason Buckham', 'Mickey Cantwell']"
Piège de cristal,1988,https://imdb.com/title/tt0095016/,Thriller,['United States'],['John McTiernan'],"['Bruce Willis', 'Alan Rickman', 'Bonnie Bedelia', 'Reginald VelJohnson', 'Paul Gleason', ""De'voreaux White"", 'William Atherton', 'Hart Bochner', 'James Shigeta', 'Alexander Godunov']"
Incendies,2010,https://imdb.com/title/tt1255953/,Mystery,"['Canada', 'France']",['Denis Villeneuve'],"['Lubna Azabal', 'Mélissa Désormeaux-Poulin', 'Maxim Gaudette', 'Mustafa Kamel', 'Hussein Sami', 'Rémy Girard', 'Dominique Briand', 'Frédéric Paquet', 'Hamed Najem', 'Ahmad Massad']"
Indiana Jones et la dernière croisade,1989,https://imdb.com/title/tt0097576/,Adventure,['United States'],['Steven Spielberg'],"['Harrison Ford', 'Sean Connery', 'Alison Doody', 'Denholm Elliott', 'John Rhys-Davies', 'Julian Glover', 'River Phoenix', 'Michael Byrne', 'Kevork Malikyan', 'Robert Eddison']"
Voleur de bicyclette,1948,https://imdb.com/title/tt0040522/,Drama,['Italy'],['Vittorio De Sica'],"['Lamberto Maggiorani', 'Enzo Staiola', 'Lianella Carell', 'Elena Altieri', 'Gino Saltamerenda', 'Giulio Chiari', 'Vittorio Antonucci', 'Michele Sakara', 'Fausto Guerzoni', 'Emma Druetti']"
1917,2019,https://imdb.com/title/tt8579674/,War,"['United Kingdom', 'United States', 'India', 'Spain']",['Sam Mendes'],"['Dean-Charles Chapman', 'George MacKay', 'Daniel Mays', 'Colin Firth', 'Pip Carter', 'Andy Apollo', 'Paul Tinto', 'Josef Davies', 'Billy Postlethwaite', 'Gabriel Akuwudike']"
Taare Zameen Par,2007,https://imdb.com/title/tt0986264/,Family,['India'],"['Aamir Khan', 'Amole Gupte']","['Darsheel Safary', 'Aamir Khan', 'Tisca Chopra', 'Vipin Sharma', 'Sachet Engineer', 'Tanay Chheda', 'Lalitha Lajmi', 'Girija Oak', 'Ravi Khanvilkar', 'Pratima Kulkarni']"
La chute,2004,https://imdb.com/title/tt0363163/,History,"['Germany', 'Austria', 'Italy']",['Oliver Hirschbiegel'],"['Bruno Ganz', 'Alexandra Maria Lara', 'Ulrich Matthes', 'Juliane Köhler', 'Corinna Harfouch', 'Heino Ferch', 'Christian Berkel', 'Matthias Habich', 'Thomas Kretschmann', 'Michael Mendl']"
Spider-Man: No Way Home,2021,https://imdb.com/title/tt10872600/,Fantasy,['United States'],['Jon Watts'],"['Tom Holland', 'Zendaya', 'Benedict Cumberbatch', 'Jacob Batalon', 'Jon Favreau', 'Jamie Foxx', 'Willem Dafoe', 'Alfred Molina', 'Benedict Wong', 'Tony Revolori']"
...et pour quelques dollars de plus,1965,https://imdb.com/title/tt0059578/,Western,"['Italy', 'Spain', 'West Germany']",['Sergio Leone'],"['Clint Eastwood', 'Lee Van Cleef', 'Gian Maria Volontè', 'Mara Krupp', 'Luigi Pistilli', 'Klaus Kinski', 'Luis Rodríguez', 'Benito Stefanelli', 'Panos Papadopulos', 'Aldo Sambrell']"
Batman Begins,2005,https://imdb.com/title/tt0372784/,Drama,"['United States', 'United Kingdom']",['Christopher Nolan'],"['Christian Bale', 'Michael Caine', 'Ken Watanabe', 'Liam Neeson', 'Katie Holmes', 'Gary Oldman', 'Cillian Murphy', 'Tom Wilkinson', 'Rutger Hauer', 'Mark Boone Junior']"
Dangal,2016,https://imdb.com/title/tt5074352/,Drama,"['India', 'United States']",['Nitesh Tiwari'],"['Aamir Khan', 'Sakshi Tanwar', 'Fatima Sana Shaikh', 'Sanya Malhotra', 'Aparshakti Khurana', 'Zaira Wasim', 'Suhani Bhatnagar', 'Ritvik Sahore', 'Girish Kulkarni', 'Ravi Aneja']"
Le Kid,1921,https://imdb.com/title/tt0012349/,Family,['United States'],['Charles Chaplin'],"['Charles Chaplin', 'Edna Purviance', 'Jackie Coogan', 'Carl Miller', 'Albert Austin', 'Beulah Bains', 'Nellie Bly Baker', 'Henry Bergman', 'Edward Biby', 'B.F. Blinn']"
Certains l'aiment chaud,1959,https://imdb.com/title/tt0053291/,Romance,['United States'],['Billy Wilder'],"['Marilyn Monroe', 'Tony Curtis', 'Jack Lemmon', 'George Raft', ""Pat O'Brien"", 'Joe E. Brown', 'Nehemiah Persoff', 'Joan Shawlee', 'Billy Gray', 'George E. Stone']"
The Father,2020,https://imdb.com/title/tt10272386/,Mystery,"['United Kingdom', 'France', 'United States']",['Florian Zeller'],"['Anthony Hopkins', 'Olivia Colman', 'Mark Gatiss', 'Olivia Williams', 'Imogen Poots', 'Rufus Sewell', 'Ayesha Dharker', 'Roman Zeller', 'Adnan Kundi', 'Brian Rodger']"
Ève...,1950,https://imdb.com/title/tt0042192/,Drama,['United States'],['Joseph L Mankiewicz'],"['Bette Davis', 'Anne Baxter', 'George Sanders', 'Celeste Holm', 'Gary Merrill', 'Hugh Marlowe', 'Gregory Ratoff', 'Barbara Bates', 'Marilyn Monroe', 'Thelma Ritter']"
Green Book: Sur les routes du Sud,2018,https://imdb.com/title/tt6966692/,Drama,"['United States', 'China']",['Peter Farrelly'],"['Viggo Mortensen', 'Mahershala Ali', 'Linda Cardellini', 'Sebastian Maniscalco', 'Dimiter D. Marinov', 'Mike Hatton', 'P.J. Byrne', 'Joe Cortese', 'Maggie Nixon', 'Von Lewis']"
Le loup de Wall Street,2013,https://imdb.com/title/tt0993846/,Crime,['United States'],['Martin Scorsese'],"['Leonardo DiCaprio', 'Jonah Hill', 'Margot Robbie', 'Matthew McConaughey', 'Kyle Chandler', 'Rob Reiner', 'Jon Bernthal', 'Jon Favreau', 'Jean Dujardin', 'Joanna Lumley']"
Jugement à Nuremberg,1961,https://imdb.com/title/tt0055031/,War,['United States'],['Stanley Kramer'],"['Spencer Tracy', 'Burt Lancaster', 'Richard Widmark', 'Marlene Dietrich', 'Maximilian Schell', 'Judy Garland', 'Montgomery Clift', 'William Shatner', 'Werner Klemperer', 'Kenneth MacKenna']"
Impitoyable,1992,https://imdb.com/title/tt0105695/,Western,['United States'],['Clint Eastwood'],"['Clint Eastwood', 'Gene Hackman', 'Morgan Freeman', 'Richard Harris', 'Jaimz Woolvett', 'Saul Rubinek', 'Frances Fisher', 'Anna Thomson', 'David Mucci', 'Rob Campbell']"
Ran,1985,https://imdb.com/title/tt0089881/,War,"['Japan', 'France']",['Akira Kurosawa'],"['Tatsuya Nakadai', 'Akira Terao', 'Jinpachi Nezu', 'Daisuke Ryû', 'Mieko Harada', 'Yoshiko Miyazaki', 'Hisashi Igawa', 'Pîtâ', 'Masayuki Yui', 'Kazuo Katô']"
Casino,1995,https://imdb.com/title/tt0112641/,Drama,"['United States', 'France']",['Martin Scorsese'],"['Robert De Niro', 'Sharon Stone', 'Joe Pesci', 'James Woods', 'Don Rickles', 'Alan King', 'Kevin Pollak', 'L.Q. Jones', 'Dick Smothers', 'Frank Vincent']"
Le labyrinthe de Pan,2006,https://imdb.com/title/tt0457430/,War,"['Mexico', 'Spain']",['Guillermo del Toro'],"['Ivana Baquero', 'Ariadna Gil', 'Sergi López', 'Maribel Verdú', 'Doug Jones', 'Álex Angulo', 'Manolo Solo', 'César Vea', 'Roger Casamajor', 'Ivan Massagué']"
There Will Be Blood,2007,https://imdb.com/title/tt0469494/,Drama,['United States'],['Paul Thomas Anderson'],"['Daniel Day-Lewis', 'Paul Dano', 'Ciarán Hinds', 'Martin Stringer', 'Matthew Braden Stringer', 'Jacob Stringer', 'Joseph Mussey', 'Barry Del Sherman', 'Harrison Taylor', 'Stockton Taylor']"
Sixième sens,1999,https://imdb.com/title/tt0167404/,Thriller,['United States'],['M Night Shyamalan'],"['Bruce Willis', 'Haley Joel Osment', 'Toni Collette', 'Olivia Williams', 'Trevor Morgan', 'Donnie Wahlberg', 'Peter Anthony Tambakis', 'Jeffrey Zubernis', 'Bruce Norris', 'Glenn Fitzgerald']"
Un homme d'exception,2001,https://imdb.com/title/tt0268978/,Drama,['United States'],['Ron Howard'],"['Russell Crowe', 'Ed Harris', 'Jennifer Connelly', 'Christopher Plummer', 'Paul Bettany', 'Adam Goldberg', 'Josh Lucas', 'Anthony Rapp', 'Jason Gray-Stanford', 'Judd Hirsch']"
The Truman Show,1998,https://imdb.com/title/tt0120382/,Drama,['United States'],['Peter Weir'],"['Jim Carrey', 'Ed Harris', 'Laura Linney', 'Noah Emmerich', 'Natascha McElhone', 'Holland Taylor', 'Brian Delate', 'Blair Slater', 'Peter Krause', 'Heidi Schanz']"
Monty Python : Sacré Graal !,1975,https://imdb.com/title/tt0071853/,Fantasy,['United Kingdom'],"['Terry Gilliam', 'Terry Jones']","['Graham Chapman', 'John Cleese', 'Eric Idle', 'Terry Gilliam', 'Terry Jones', 'Michael Palin', 'Connie Booth', 'Carol Cleveland', 'Neil Innes', 'Bee Duffell']"
Le garde du corps,1961,https://imdb.com/title/tt0055630/,Thriller,['Japan'],['Akira Kurosawa'],"['Toshirô Mifune', 'Eijirô Tôno', 'Tatsuya Nakadai', 'Yôko Tsukasa', 'Isuzu Yamada', 'Daisuke Katô', 'Seizaburô Kawazu', 'Takashi Shimura', 'Hiroshi Tachikawa', 'Yôsuke Natsuki']"
Everything Everywhere All at Once,2022,https://imdb.com/title/tt6710474/,Comedy,['United States'],"['Dan Kwan', 'Daniel Scheinert']","['Michelle Yeoh', 'Stephanie Hsu', 'Ke Huy Quan', 'James Hong', 'Jamie Lee Curtis', 'Tallie Medel', 'Jenny Slate', 'Harry Shum Jr.', 'Randy Newman', 'Biff Wiff']"
Le Trésor de la Sierra Madre,1948,https://imdb.com/title/tt0040897/,Western,['United States'],['John Huston'],"['Humphrey Bogart', 'Walter Huston', 'Tim Holt', 'Bruce Bennett', 'Barton MacLane', 'Alfonso Bedoya', 'Arturo Soto Rangel', 'Manuel Dondé', 'José Torvay', 'Margarito Luna']"
Shutter Island,2010,https://imdb.com/title/tt1130884/,Thriller,['United States'],['Martin Scorsese'],"['Leonardo DiCaprio', 'Emily Mortimer', 'Mark Ruffalo', 'Ben Kingsley', 'Max von Sydow', 'Michelle Williams', 'Patricia Clarkson', 'Jackie Earle Haley', 'Ted Levine', 'John Carroll Lynch']"
Rashomon,1950,https://imdb.com/title/tt0042876/,Mystery,['Japan'],['Akira Kurosawa'],"['Toshirô Mifune', 'Machiko Kyô', 'Masayuki Mori', 'Takashi Shimura', 'Minoru Chiaki', 'Kichijirô Ueda', 'Noriko Honma', 'Daisuke Katô']"
Jurassic Park,1993,https://imdb.com/title/tt0107290/,Sci-Fi,['United States'],['Steven Spielberg'],"['Sam Neill', 'Laura Dern', 'Jeff Goldblum', 'Richard Attenborough', 'Bob Peck', 'Martin Ferrero', 'BD Wong', 'Joseph Mazzello', 'Ariana Richards', 'Samuel L. Jackson']"
La Grande Évasion,1963,https://imdb.com/title/tt0057115/,History,['United States'],['John Sturges'],"['Steve McQueen', 'James Garner', 'Richard Attenborough', 'Charles Bronson', 'James Donald', 'Donald Pleasence', 'James Coburn', 'Hannes Messemer', 'David McCallum', 'Gordon Jackson']"
Kill Bill: Volume I,2003,https://imdb.com/title/tt0266697/,Drama,['United States'],['Quentin Tarantino'],"['Uma Thurman', 'David Carradine', 'Daryl Hannah', 'Michael Madsen', 'Lucy Liu', 'Vivica A. Fox', 'Julie Dreyfus', 'Chiaki Kuriyama', ""Shin'ichi Chiba"", 'Chia-Hui Liu']"
No Country for Old Men,2007,https://imdb.com/title/tt0477348/,Thriller,['United States'],"['Ethan Coen', 'Joel Coen']","['Tommy Lee Jones', 'Javier Bardem', 'Josh Brolin', 'Woody Harrelson', 'Kelly Macdonald', 'Garret Dillahunt', 'Tess Harper', 'Barry Corbin', 'Stephen Root', 'Rodger Boyce']"
Le Monde de Nemo,2003,https://imdb.com/title/tt0266543/,Comedy,['United States'],"['Andrew Stanton', 'Lee Unkrich']","['Albert Brooks', 'Ellen DeGeneres', 'Alexander Gould', 'Willem Dafoe', 'Brad Garrett', 'Allison Janney', 'Austin Pendleton', 'Stephen Root', 'Vicki Lewis', 'Joe Ranft']"
Elephant Man,1980,https://imdb.com/title/tt0080678/,Drama,"['United States', 'United Kingdom']",['David Lynch'],"['Anthony Hopkins', 'John Hurt', 'Anne Bancroft', 'John Gielgud', 'Wendy Hiller', 'Freddie Jones', 'Michael Elphick', 'Hannah Gordon', 'Helen Ryan', 'John Standing']"
Chinatown,1974,https://imdb.com/title/tt0071315/,Thriller,['United States'],['Roman Polanski'],"['Jack Nicholson', 'Faye Dunaway', 'John Huston', 'Perry Lopez', 'John Hillerman', 'Darrell Zwerling', 'Diane Ladd', 'Roy Jenson', 'Roman Polanski', 'Richard Bakalyan']"
Raging Bull,1980,https://imdb.com/title/tt0081398/,Sport,['United States'],['Martin Scorsese'],"['Robert De Niro', 'Cathy Moriarty', 'Joe Pesci', 'Frank Vincent', 'Nicholas Colasanto', 'Theresa Saldana', 'Mario Gallo', 'Frank Adonis', 'Joseph Bono', 'Frank Topham']"
Autant en emporte le vent,1939,https://imdb.com/title/tt0031381/,War,['United States'],"['Victor Fleming', 'George Cukor', 'Sam Wood']","['Clark Gable', 'Vivien Leigh', 'Thomas Mitchell', ""Barbara O'Neil"", 'Evelyn Keyes', 'Ann Rutherford', 'George Reeves', 'Fred Crane', 'Hattie McDaniel', 'Oscar Polk']"
V pour vendetta,2005,https://imdb.com/title/tt0434409/,Sci-Fi,"['United States', 'United Kingdom', 'Germany']",['James McTeigue'],"['Hugo Weaving', 'Natalie Portman', 'Rupert Graves', 'Stephen Rea', 'Stephen Fry', 'John Hurt', 'Tim Pigott-Smith', 'Roger Allam', 'Ben Miles', 'Sinéad Cusack']"
The Thing,1982,https://imdb.com/title/tt0084787/,Sci-Fi,['United States'],['John Carpenter'],"['Kurt Russell', 'Wilford Brimley', 'Keith David', 'Richard Masur', 'T.K. Carter', 'David Clennon', 'Richard Dysart', 'Charles Hallahan', 'Peter Maloney', 'Donald Moffat']"
Vice-versa,2015,https://imdb.com/title/tt2096673/,Comedy,['United States'],"['Pete Docter', 'Ronnie Del Carmen']","['Amy Poehler', 'Bill Hader', 'Lewis Black', 'Mindy Kaling', 'Phyllis Smith', 'Richard Kind', 'Kaitlyn Dias', 'Diane Lane', 'Kyle MacLachlan', 'Paula Poundstone']"
"Arnaques, crimes et botanique",1998,https://imdb.com/title/tt0120735/,Crime,['United Kingdom'],['Guy Ritchie'],"['Jason Flemyng', 'Dexter Fletcher', 'Nick Moran', 'Jason Statham', 'Steven Mackintosh', 'Nicholas Rowe', 'Nick Marcq', 'Charles Forbes', 'Vinnie Jones', 'Lenny McLean']"
Le crime était presque parfait,1954,https://imdb.com/title/tt0046912/,Thriller,['United States'],['Alfred Hitchcock'],"['Ray Milland', 'Grace Kelly', 'Robert Cummings', 'John Williams', 'Anthony Dawson', 'Leo Britt', 'Patrick Allen', 'George Leigh', 'George Alderson', 'Robin Hughes']"
Dans ses yeux,2009,https://imdb.com/title/tt1305806/,Romance,"['Argentina', 'Spain']",['Juan José Campanella'],"['Ricardo Darín', 'Soledad Villamil', 'Pablo Rago', 'Carla Quevedo', 'Javier Godino', 'Bárbara Palladino', 'Rudy Romano', 'Alejandro Abelenda', 'Mario Alarcón', 'Guillermo Francella']"
Le château ambulant,2004,https://imdb.com/title/tt0347149/,Family,['Japan'],['Hayao Miyazaki'],"['Chieko Baishô', 'Takuya Kimura', 'Tatsuya Gashûin', 'Akihiro Miwa', 'Ryûnosuke Kamiki', 'Mitsunori Isaki', 'Yô Ôizumi', 'Akio Ôtsuka', 'Daijirô Harada', 'Haruko Katô']"
Le pont de la rivière Kwaï,1957,https://imdb.com/title/tt0050212/,War,"['United Kingdom', 'United States']",['David Lean'],"['William Holden', 'Alec Guinness', 'Jack Hawkins', 'Sessue Hayakawa', 'James Donald', 'Geoffrey Horne', 'André Morell', 'Peter Williams', 'John Boxer', 'Percy Herbert']"
3 Billboards: Les panneaux de la vengeance,2017,https://imdb.com/title/tt5027774/,Drama,"['United Kingdom', 'United States']",['Martin McDonagh'],"['Frances McDormand', 'Woody Harrelson', 'Sam Rockwell', 'Caleb Landry Jones', 'Kerry Condon', 'Alejandro Barrios', 'Jason Ledford', 'Darrell Britt-Gibson', 'Abbie Cornish', 'Riya May Atwood']"
Trainspotting,1996,https://imdb.com/title/tt0117951/,Drama,['United Kingdom'],['Danny Boyle'],"['Ewan McGregor', 'Ewen Bremner', 'Jonny Lee Miller', 'Kevin McKidd', 'Robert Carlyle', 'Kelly Macdonald', 'Peter Mullan', 'James Cosmo', 'Eileen Nicholas', 'Susan Vidler']"
Warrior,2011,https://imdb.com/title/tt1291584/,Sport,['United States'],"[""Gavin O'Connor""]","['Tom Hardy', 'Nick Nolte', 'Joel Edgerton', 'Jennifer Morrison', 'Frank Grillo', 'Kevin Dunn', 'Maximiliano Hernández', 'Bryan Callen', 'Sam Sheridan', 'Fernando Chien']"
Gran Torino,2008,https://imdb.com/title/tt1205489/,Drama,"['Germany', 'United States']",['Clint Eastwood'],"['Clint Eastwood', 'Bee Vang', 'Christopher Carley', 'Ahney Her', 'Brian Haley', 'Geraldine Hughes', 'Dreama Walker', 'Brian Howe', 'John Carroll Lynch', 'William Hill']"
Fargo,1996,https://imdb.com/title/tt0116282/,Thriller,"['United States', 'United Kingdom']","['Joel Coen', 'Ethan Coen']","['William H. Macy', 'Frances McDormand', 'Steve Buscemi', 'Peter Stormare', 'Kristin Rudrüd', 'Harve Presnell', 'Tony Denman', 'Gary Houston', 'Sally Wingert', 'Kurt Schweickhardt']"
Prisoners,2013,https://imdb.com/title/tt1392214/,Mystery,['United States'],['Denis Villeneuve'],"['Hugh Jackman', 'Jake Gyllenhaal', 'Viola Davis', 'Melissa Leo', 'Maria Bello', 'Terrence Howard', 'Paul Dano', 'Dylan Minnette', 'Zoë Soul', 'Erin Gerasimovich']"
Mon voisin Totoro,1988,https://imdb.com/title/tt0096283/,Family,['Japan'],['Hayao Miyazaki'],"['Hitoshi Takagi', 'Noriko Hidaka', 'Chika Sakamoto', 'Shigesato Itoi', 'Sumi Shimamoto', 'Tanie Kitabayashi', 'Yûko Maruyama', 'Machiko Washio', 'Reiko Suzuki', 'Masashi Hirose']"
Million Dollar Baby,2004,https://imdb.com/title/tt0405159/,Sport,['United States'],['Clint Eastwood'],"['Hilary Swank', 'Clint Eastwood', 'Morgan Freeman', 'Jay Baruchel', 'Mike Colter', 'Lucia Rijker', ""Brían F. O'Byrne"", 'Anthony Mackie', 'Margo Martindale', 'Riki Lindhome']"
La ruée vers l'or,1925,https://imdb.com/title/tt0015864/,Drama,['United States'],['Charles Chaplin'],"['Charles Chaplin', 'Mack Swain', 'Tom Murray', 'Henry Bergman', 'Malcolm Waite', 'Georgia Hale', 'Jack Adams', 'Frank Aderias', 'Leona Aderias', 'Lillian Adrian']"
Arrête-moi si tu peux,2002,https://imdb.com/title/tt0264464/,Drama,"['United States', 'Canada']",['Steven Spielberg'],"['Leonardo DiCaprio', 'Tom Hanks', 'Christopher Walken', 'Martin Sheen', 'Nathalie Baye', 'Amy Adams', 'James Brolin', 'Brian Howe', 'Frank John Hughes', 'Steve Eastin']"
Blade Runner,1982,https://imdb.com/title/tt0083658/,Sci-Fi,['United States'],['Ridley Scott'],"['Harrison Ford', 'Rutger Hauer', 'Sean Young', 'Edward James Olmos', 'M. Emmet Walsh', 'Daryl Hannah', 'William Sanderson', 'Brion James', 'Joe Turkel', 'Joanna Cassidy']"
Sur les quais...,1954,https://imdb.com/title/tt0047296/,Thriller,['United States'],['Elia Kazan'],"['Marlon Brando', 'Karl Malden', 'Lee J. Cobb', 'Rod Steiger', 'Pat Henning', 'Leif Erickson', 'James Westerfield', 'Tony Galento', 'Tami Mauriello', 'John F. Hamilton']"
Le troisième homme,1949,https://imdb.com/title/tt0041959/,Thriller,['United Kingdom'],['Carol Reed'],"['Orson Welles', 'Joseph Cotten', 'Alida Valli', 'Trevor Howard', 'Paul Hörbiger', 'Ernst Deutsch', 'Erich Ponto', 'Siegfried Breuer', 'Hedwig Bleibtreu', 'Bernard Lee']"
Les enfants du ciel,1997,https://imdb.com/title/tt0118849/,Sport,['Iran'],['Majid Majidi'],"['Mohammad Amir Naji', 'Amir Farrokh Hashemian', 'Bahare Seddiqi', 'Nafise Jafar-Mohammadi', 'Fereshte Sarabandi', 'Kamal Mirkarimi', 'Behzad Rafi', 'Dariush Mokhtari', 'Mohammad-Hasan Hosseinian', 'Masume Dair']"
Ben-Hur,1959,https://imdb.com/title/tt0052618/,History,['United States'],['William Wyler'],"['Charlton Heston', 'Jack Hawkins', 'Stephen Boyd', 'Haya Harareet', 'Hugh Griffith', 'Martha Scott', ""Cathy O'Donnell"", 'Sam Jaffe', 'Finlay Currie', 'Frank Thring']"
12 Years a Slave,2013,https://imdb.com/title/tt2024544/,History,"['United States', 'United Kingdom']",['Steve McQueen'],"['Chiwetel Ejiofor', 'Michael Kenneth Williams', 'Michael Fassbender', 'Brad Pitt', 'Dwight Henry', 'Dickie Gravois', 'Bryan Batt', 'Ashley Dyke', 'Kelsey Scott', 'Quvenzhané Wallis']"
Le mécano de la Générale,1926,https://imdb.com/title/tt0017925/,Comedy,['United States'],"['Clyde Bruckman', 'Buster Keaton']","['Buster Keaton', 'Marion Mack', 'Glen Cavender', 'Jim Farley', 'Frederick Vroom', 'Frank Barnes', 'Charles Henry Smith', 'Joe Keaton', 'Mike Donlin', 'Tom Nawn']"
Before Sunrise,1995,https://imdb.com/title/tt0112471/,Romance,"['United States', 'Austria']",['Richard Linklater'],"['Ethan Hawke', 'Julie Delpy', 'Andrea Eckert', 'Hanno Pöschl', 'Karl Bruckschwaiger', 'Tex Rubinowitz', 'Erni Mangold', 'Dominik Castell', 'Haymon Maria Buttinger', 'Harald Waiglein']"
Les fraises sauvages,1957,https://imdb.com/title/tt0050986/,Romance,['Sweden'],['Ingmar Bergman'],"['Victor Sjöström', 'Bibi Andersson', 'Ingrid Thulin', 'Gunnar Björnstrand', 'Jullan Kindahl', 'Folke Sundquist', 'Björn Bjelfvenstam', 'Naima Wifstrand', 'Gunnel Broström', 'Gertrud Fridh']"
Gone Girl,2014,https://imdb.com/title/tt2267998/,Thriller,['United States'],['David Fincher'],"['Ben Affleck', 'Rosamund Pike', 'Neil Patrick Harris', 'Tyler Perry', 'Carrie Coon', 'Kim Dickens', 'Patrick Fugit', 'David Clennon', 'Lisa Banes', 'Missi Pyle']"
Harry Potter et les Reliques de la Mort : partie 2,2011,https://imdb.com/title/tt1201607/,Mystery,"['United Kingdom', 'United States']",['David Yates'],"['Daniel Radcliffe', 'Emma Watson', 'Rupert Grint', 'Michael Gambon', 'Ralph Fiennes', 'Alan Rickman', 'Evanna Lynch', 'Domhnall Gleeson', 'Clémence Poésy', 'Warwick Davis']"
Voyage au bout de l'enfer,1978,https://imdb.com/title/tt0077416/,War,"['United States', 'United Kingdom']",['Michael Cimino'],"['Robert De Niro', 'Christopher Walken', 'John Cazale', 'John Savage', 'Meryl Streep', 'George Dzundza', 'Chuck Aspegren', 'Shirley Stoler', 'Rutanya Alda', 'Pierre Segui']"
Au nom du père,1993,https://imdb.com/title/tt0107207/,Drama,"['Ireland', 'United Kingdom']",['Jim Sheridan'],"['Daniel Day-Lewis', 'Pete Postlethwaite', 'Alison Crosbie', 'Philip King', 'Emma Thompson', 'Nye Heron', 'Anthony Brophy', 'Frankie McCafferty', 'Paul Warriner', 'Julian Walsh']"
